code,name,detail,market,collateral
OLPX,オラプレックス　ホールディングス,科学的根拠に基づくヘアケア製品を提供する米国の会社,NASDAQ,
OM,アウトセット　メディカル,透析システムを提供する米国の医療技術企業,NASDAQ,
OMC,オムニコム　グループ,広告・セールスソリューションを提供する米国の会社,NYSE,○
OMCL,オムニセル,米国の医療関連サービス会社,NASDAQ,○
OMF,ワンメイン　ホールディングス,個人向けローンを提供する米国の金融サービス会社,NYSE,○
ACH,アクセンドラ　ヘルス,ヘルスケアソリューションを提供する米国の会社,NYSE,
ON,オン　セミコンダクター,米国の半導体メーカー,NASDAQ,○
ONON,オン　ホールディング,スイスのアスレチックスポーツウェア会社,NYSE,○
ONTO,オント　イノベーション,半導体業界向け計測・検査ツールを製造する米国の会社,NYSE,○
OPCH,オプション　ケア　ヘルス,輸液・在宅ケア管理サービスを提供する米国の会社,NASDAQ,○
OPEN,オープンドア　テクノロジーズ,米国の住宅用不動産取引プラットフォーム運営会社,NASDAQ,○
CFOR,オプジェン,米国の精密医療技術研究開発会社,OTC,
OPRT,オポルタン　ファイナンシャル,中低所得者向け米国の貸付金融会社,NASDAQ,○
OPRX,オプティマイズＲｘ,米国のデジタルヘルステクノロジー企業,NASDAQ,○
ORA,オーマット　テクノロジーズ,電力サービスを提供する米国の公益事業会社,NYSE,○
ORCL,オラクル,米国のソフトウェア会社,NYSE,○
ORI,オールド　リパブリック　インターナショナル,保険の引受と関連サービスを提供する米国の持株会社,NYSE,○
ORIC,オリック　ファーマシューティカルズ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
ORLY,オライリー　オートモーティブ,自動車用部品を販売する米国の会社,NASDAQ,○
ORMP,オラメド　ファーマシューティカルズ,米国の医薬品会社,NASDAQ,
OSCR,オスカー　ヘルス,米国のテクノロジーベースの健康保険会社,NYSE,○
OSK,オシュコシュ,米国の輸送用機器・特殊車両・トラック車両メーカー,NYSE,○
OSUR,オラシュア　テクノロジーズ,診断用デバイスを扱う米国の会社,NASDAQ,
OSW,ワンスパワールド　ホールディングス,バハマの健康サービス会社,NASDAQ,○
OTEX,オープン　テキスト,情報管理ソリューションを提供するカナダの会社,NASDAQ,○
OTIS,オーチス　ワールドワイド,米国のエレベーター・エスカレーターメーカー,NYSE,○
OTTR,オッター　テイル,電力事業・製造業など多角的事業展開する米国の持株会社,NASDAQ,○
OVV,オヴィンティヴ,米国のエネルギー会社,NYSE,○
OXBR,オックスブリッジ　リー　ホールディングス,再保険を取り扱うケイマン諸島の保険会社,NASDAQ,
OXY,オクシデンタル　ペトロリアム,石油・天然ガス事業を担う米国の会社,NYSE,○
OZK,バンクＯＺＫ,米国アーカンソー州公認のリテール・商業銀行持株会社,NASDAQ,○
PAAS,パン　アメリカン　シルバー,カナダの鉱業会社,NYSE,○
PACK,ランパック　ホールディングス,紙製の保護包装材を提供する米国の会社,NYSE,○
PAGS,パグセグロ　デジタル,ケイマン諸島のオンライン決済サービス会社,NYSE,○
PAMT,ＰＡＭＴ,トラック輸送サービスを提供する米国の会社,NASDAQ,○
PANW,パロ　アルト　ネットワークス,米国のAI・サイバーセキュリティ会社,NASDAQ,○
PAR,パー　テクノロジー,フードサービステクノロジーを提供する米国の会社,NYSE,○
PARR,パー　パシフィック　ホールディングス,米国のエネルギー企業,NYSE,○
PATH,Ｕｉパス,米国のエージェント型自動化プラットフォーム開発会社,NYSE,○
PATK,パトリック　インダストリーズ,建築資材の製造・販売する米国の会社,NASDAQ,○
PAVM,パヴメッド,米国の医療技術会社,NASDAQ,
PAYC,ペイコム　ソフトウェア,人材管理SaaSを提供する米国のIT会社,NYSE,○
PAYS,ペイサイン,米国のオンライン金融サービス会社,NASDAQ,○
PAYX,ペイチェックス,人的資本管理ソリューションを提供する米国の会社,NASDAQ,○
PB,プロスペリティ　バンクシェアーズ,テキサス州等で業務を行う米国の銀行持株会社,NYSE,○
PBF,ＰＢＦ　エナジー,石油精製所を運営する米国の持株会社,NYSE,○
PBH,プレステージ　コンシューマー　ヘルスケア,消費者向けヘルスケア製品を製造・販売する米国の会社,NYSE,○
PCAR,パッカー,米国のトラックメーカー,NASDAQ,○
PCB,ＰＣＢ　バンコープ,主にカリフォルニア州で業務を行う米国の金融持株会社,NASDAQ,○
PCG,パシフィック　ガス　＆　エレクトリック,電気・天然ガスを供給する米国の持株会社,NYSE,○
PCOR,プロコア　テクノロジーズ,建設管理ソリューションを提供する米国の会社,NYSE,○
PCRX,パシラ　バイオサイエンシズ,米国のバイオ医薬品会社,NASDAQ,○
PCTY,ペイロシティ　ホールディング,米国のソフトウェア会社,NASDAQ,○
PD,ページャーデューティー,デジタル業務管理プラットフォームを提供する米国企業,NYSE,○
PDFS,ＰＤＦ　ソリューションズ,半導体企業向けデータソリューションに携わる米国企業,NASDAQ,○
PDSB,ＰＤＳ　バイオテクノロジー,米国の臨床段階のバイオ医薬品会社,NASDAQ,
PEBO,ピープルズ　バンコープ,オハイオ州等で業務を行う米国の金融サービス持株会社,NASDAQ,○
PEG,パブリック　サービス　エンタープライズ　グループ,エネルギー事業を行う米国の持株会社,NYSE,○
PEGA,ペガシステムズ,米国のエンタープライズソフトウェア開発・販売会社,NASDAQ,○
PEN,ペナンブラ,神経・血管系機器を開発する米国の医療機器メーカー,NYSE,○
PENG,ペンギン　ソリューションズ,エンタープライズソリューションを提供する米国の会社,NASDAQ,○
PENN,ペン　エンターテインメント,エンターテインメント施設を運営する米国の会社,NASDAQ,○
PEP,ペプシコ,米国の飲料・食品メーカー,NASDAQ,○
PFE,ファイザー,米国のバイオ医薬品会社,NYSE,○
PFG,プリンシパル　ファイナンシャル　グループ,金融サービスを提供する米国の会社,NASDAQ,○
PFGC,パフォーマンス　フード　グループ,食料品を卸売りする米国の会社,NYSE,○
PFIS,ピープルズ　ファイナンシャル　サービシズ,ペンシルベニア州等で業務を行う米国の銀行持株会社,NASDAQ,○
PFS,プロビデント　ファイナンシャル　サービシズ,ニュージャージー州等で業務を行う米国の銀行持株会社,NYSE,○
PG,プロクター　＆　ギャンブル,様々なブランドの消費財を提供する米国の会社,NYSE,○
PGNY,プロジニー,米国の福利厚生管理サービス提供会社,NASDAQ,○
PGR,プログレッシブ　コープ,米国の保険持株会社,NYSE,○
PH,パーカーハネフィン,モーション・制御作動システムを製造・販売する米企業,NYSE,○
PHIN,フィニア,米国の燃料システム事業・アフターマーケット事業会社,NYSE,○
PHM,パルト　グループ,米国の住宅建設会社,NYSE,○
PHR,フリージア,医療系のソフトウェアを扱う米国の会社,NYSE,○
PI,インピンジ,ワイヤレス接続プラットフォームを提供する米国の会社,NASDAQ,○
PII,ポラリス,オフロード車や特殊車両を扱う米国の車両メーカー,NYSE,○
PINS,ピンタレスト,ビジュアル検索プラットフォームを提供する米国の会社,NYSE,○
PIPR,パイパー　サンドラー,米国の投資銀行及び機関投資家向け証券会社,NYSE,○
PJT,ＰＪＴ　パートナーズ,アドバイザリーサービスに特化した米国の投資銀行,NYSE,○
PKG,パッケージング　コープ　オブ　アメリカ,段ボール原紙・段ボール製品を製造する米国の会社,NYSE,○
PLAB,フォトロニクス,IC・FPD用のフォトマスクを製造する米国の会社,NASDAQ,○
PLAY,デイブ　＆　バスターズ　エンターテインメント,米国のエンターテインメント施設運営会社,NASDAQ,○
PLCE,チルドレンズ　プレイス,子供服を販売する米国の会社,NASDAQ,○
PLMR,パロマー　ホールディングス,損害保険を取り扱う米国の保険会社,NASDAQ,○
PLNT,プラネット　フィットネス,米国のフィットネスクラブ運営会社,NYSE,○
PLSE,パルス　バイオサイエンシズ,ナノパルス電気信号法医療技術を扱う米国の会社,NASDAQ,○
PLTK,プレイティカ　ホールディング,モバイルゲームを開発・運営するイスラエルの会社,NASDAQ,
PLTR,パランティア　テクノロジーズ,ソフトウェアプラットフォームを構築する米国の会社,NASDAQ,○
PLUG,プラグ　パワー,水素及び燃料電池システムを提供する米国のメーカー,NASDAQ,
PLUS,ｅプラス,ITテクノロジーソリューションを提供する米国の会社,NASDAQ,○
PLXS,プレクサス,高度に複雑な製品設計・製造・サービスに携わる米国企業,NASDAQ,○
PM,フィリップ　モリス　インターナショナル,米国のタバコメーカー,NYSE,○
PMDI,サイケメディクス,薬物確認検査を行う米国の会社,OTC,
PMTS,ＣＰＩ　カード　グループ,決済関連デジタルソリューションを提供する米国の会社,NASDAQ,○
PNC,ＰＮＣ　ファイナンシャル　サービシズ　グループ,米国の総合金融サービス持株会社,NYSE,○
PNFP,ピナクル　ファイナンシャル　パートナーズ,米国の金融持株会社,NYSE,○
PNR,ペンテア,住宅・商業用水ソリューションを提供する英国の会社,NYSE,○
PNW,ピナクル　ウエスト　キャピタル,電気供給事業を行う米国の持株会社,NYSE,○
PODD,インスレット,糖尿病に特化した米国の医療機器メーカー,NASDAQ,○
POOL,プール,米国のプール設備および関連屋外生活用品の卸売業者,NASDAQ,○
POR,ポートランド　ゼネラル　エレクトリック,電力サービスを提供する米国の公益事業会社,NYSE,○
POST,ポスト　ホールディングス,消費者向けパッケージ食品を提供する米国の持株会社,NYSE,○
POWI,パワー　インテグレーションズ,高電圧電力変換用半導体技術を提供する米国の会社,NASDAQ,○
PPC,ピルグリムズ　プライド,鶏肉・豚肉製品の生産・加工・販売を行う米国の会社,NASDAQ,○
PPG,ＰＰＧ　インダストリーズ,塗料・コーティング剤を製造・販売する米国の会社,NYSE,○
PPIH,パーマ－パイプ　インターナショナル　ホールディングス,パイプシステムを扱う米国のメーカー,NASDAQ,○
